"","Word","Feeling"
"2450","desmentido","-1"
"2451","desmentir","0"
"2453","desmesurado","-1"
"2454","desmiolado","-1"
"2455","desmontado","-1"
"2456","desmoralização","-1"
"2457","desmoralizado","-1"
"2458","desmoralizador","-1"
"2459","desmoronar-se","-1"
"2460","desmotivação","-1"
"2461","desmotivado","-1"
"2462","desmotivador","-1"
"2463","desnaturado","-1"
"2464","desnaturalizado","0"
"2465","desnorteado","-1"
"2466","desnorteamento","-1"
"2467","desnudado","0"
"2468","desnudo","0"
"2469","desnutrição","-1"
"2470","desobediência","-1"
"2471","desobediente","-1"
"2472","desobrigado","0"
"2473","desocupado","-1"
"2474","desolação","-1"
"2475","desolado","-1"
"2476","desolador","-1"
"2477","desolhado","-1"
"2478","desonestidade","-1"
"2479","desonesto","-1"
"2480","desonra","-1"
"2481","desonrado","-1"
"2482","desonrar","-1"
"2484","desonroso","-1"
"2485","desordeiro","-1"
"2486","desordem","-1"
"2487","desordenado","-1"
"2488","desorganização","-1"
"2489","desorganizado","-1"
"2490","desorientação","-1"
"2491","desorientado","-1"
"2492","despachado","1"
"2493","despassarado","-1"
"2494","despegado","0"
"2495","despeitado","-1"
"2496","despeitar","-1"
"2498","despeito","-1"
"2499","despeitorado","-1"
"2500","despejado","-1"
"2501","despenteado","-1"
"2502","despercebido","-1"
"2503","desperdiçado","-1"
"2504","desperdiçador","-1"
"2505","desperto","1"
"2506","despesista","-1"
"2507","despirocado","-1"
"2508","despistado","-1"
"2509","desplante","-1"
"2510","despojado","0"
"2511","despótico","-1"
"2512","despregado","-1"
"2513","desprendido","0"
"2514","despreocupação","-1"
"2515","despreocupado","0"
"2516","despretensioso","1"
"2517","desprevenção","-1"
"2518","desprevenido","-1"
"2519","desprezado","-1"
"2520","desprezável","-1"
"2521","desprezível","-1"
"2522","desprezo","-1"
"2523","desprimoroso","-1"
"2524","desproporcionado","-1"
"2525","despropositado","-1"
"2526","despropósito","-1"
"2527","desprotegido","-1"
"2528","despudor","-1"
"2529","despudorado","-1"
"2530","desqualificado","-1"
"2531","desregrado","-1"
"2532","desregulado","-1"
"2533","desremediado","-1"
"2534","desrespeitado","-1"
"2535","desrespeitador","-1"
"2536","desrespeitar","-1"
"2538","desrespeito","-1"
"2539","desrespeitoso","-1"
"2540","destabilizador","-1"
"2541","destampado","-1"
"2542","destapado","-1"
"2543","destemido","1"
"2544","destemperado","-1"
"2545","desterrado","-1"
"2546","destoante","-1"
"2547","destrambelhado","-1"
"2548","destrambelhamento","-1"
"2549","destratado","-1"
"2550","destravado","-1"
"2551","destroçado","-1"
"2552","destroço","-1"
"2553","destronar","1"
"2555","destruição","-1"
"2556","destruído","-1"
"2557","destruidor","-1"
"2558","destruir","1"
"2560","destrutivo","-1"
"2561","destrutor","-1"
"2562","desumanidade","-1"
"2563","desumano","-1"
"2564","desunido","-1"
"2566","desusado","-1"
"2567","desvairado","-1"
"2568","desvairamento","-1"
"2569","desvalido","-1"
"2570","desvanecer","-1"
"2571","desvanecido","0"
"2572","desvantagem","-1"
"2573","desvariado","-1"
"2574","desvario","-1"
"2575","desvelado","1"
"2576","desvelo","1"
"2577","desvendado","0"
"2578","desventurado","-1"
"2579","desventuroso","-1"
"2580","desviar dinheiro","-1"
"2581","desvirtuado","-1"
"2582","desvitalizado","-1"
"2583","detalhado","1"
"2584","deteriorado","-1"
"2585","deteriorar","-1"
"2587","determinação","1"
"2588","determinado","1"
"2590","detestado","-1"
"2591","detestar","0"
"2593","detestável","-1"
"2594","detido","-1"
"2595","detrator","-1"
"2596","deturpado","-1"
"2597","deturpar","-1"
"2599","devaneador","-1"
"2600","devassado","-1"
"2601","devassidão","-1"
"2602","devasso","-1"
"2603","devastado","-1"
"2604","devastador","-1"
"2605","devastar","1"
"2607","dever comer farinha maizena","-1"
"2608","dever dobrar a língua","-1"
"2609","dever ter vergonha na cara","-1"
"2610","devoto de Baco","-1"
"2611","diabólico","-1"
"2612","diabolismo","-1"
"2613","diáfano","1"
"2614","dialogante","1"
"2615","difamação","-1"
"2616","difamado","-1"
"2617","difamador","-1"
"2618","difamar","-1"
"2620","difamatório","-1"
"2621","diferente","0"
"2622","difícil","-1"
"2623","dificultar a vida a","1"
"2625","dificultar","1"
"2627","difuso","-1"
"2628","dignidade","1"
"2629","dignificar","1"
"2631","digno de confiança","1"
"2632","digno","1"
"2633","digressionista","-1"
"2634","digressivo","-1"
"2635","dilacerado","-1"
"2636","dilacerar","1"
"2638","diletante","0"
"2639","diligência","1"
"2640","diligente","1"
"2641","diminuído","-1"
"2642","diminuir","1"
"2644","dinâmico","1"
"2645","dinamismo","1"
"2646","dinamizador","1"
"2647","diplomacia","1"
"2648","diplomático","1"
"2649","directo","1"
"2651","direito de contas","1"
"2652","direito","1"
"2654","direto","1"
"2656","disciplina","1"
"2657","disciplinado","1"
"2658","disciplinador","0"
"2659","díscolo","-1"
"2660","discreto","1"
"2661","discrição","1"
"2662","discriminação","-1"
"2663","discriminado","-1"
"2664","discriminador","-1"
"2665","discriminar","-1"
"2667","discursivo","0"
"2668","disfarçado","-1"
"2669","disfonia","-1"
"2670","disforme","-1"
"2671","disformidade","-1"
"2672","dislexia","-1"
"2673","disléxico","-1"
"2674","disparatado","-1"
"2675","disparatar","-1"
"2676","disparate","-1"
"2677","dispensado","0"
"2678","dispensável","-1"
"2679","dispersivo","-1"
"2680","disperso","-1"
"2681","displicência","-1"
"2682","displicente","-1"
"2683","disponível","0"
"2684","dissidente","-1"
"2685","dissimulação","-1"
"2686","dissimulado","-1"
"2687","dissimular","-1"
"2688","dissipado","-1"
"2689","dissipador","-1"
"2690","dissoluto","-1"
"2691","dissolvido","-1"
"2692","distante","-1"
"2694","distinguido","0"
"2695","distintivo","0"
"2696","distinto","1"
"2697","distorcer","-1"
"2698","distorcido","-1"
"2699","distraído","-1"
"2700","ditador","-1"
"2701","ditoso","1"
"2702","divagação","-1"
"2703","divagador","-1"
"2704","divagante","-1"
"2705","divagar","-1"
"2706","divertido","1"
"2707","divertimento","1"
"2708","divinal","1"
"2709","divino","1"
"2710","divo","0"
"2711","divulgador","0"
"2712","dizer a verdade","1"
"2713","dizer algumas verdades a","1"
"2715","dizer cobras e lagartos de","-1"
"2717","dizer mal de","0"
"2719","dizer umas quantas verdades a","1"
"2721","dizimado","-1"
"2722","dizimar","1"
"2724","dobradiço","0"
"2725","doce","1"
"2726","dócil","1"
"2727","docilidade","1"
"2728","doçura","1"
"2729","doente","-1"
"2730","doentio","-1"
"2731","dogmático","-1"
"2732","dogmatista","-1"
"2733","doidivanas","-1"
"2734","doido de todo","-1"
"2735","doido varrido","-1"
"2736","doido","-1"
"2737","dolente","-1"
"2738","dolorido","-1"
"2739","doloso","-1"
"2740","domado","0"
"2741","dominado","-1"
"2742","dominador","1"
"2744","dominante","1"
"2745","dominar","1"
"2747","donairoso","1"
"2748","donzel","0"
"2749","dopado","-1"
"2750","dopagem","-1"
"2751","dorido","-1"
"2752","dormência","-1"
"2753","dormente","-1"
"2754","dorminhoco","-1"
"2755","dormitar","-1"
"2756","dotado","1"
"2757","doudo","-1"
"2758","douto","1"
"2759","doutrinado","1"
"2760","doutrinador","0"
"2761","draconiano","-1"
"2762","dramático","-1"
"2763","dramatismo","-1"
"2764","dramatizar","-1"
"2766","drástico","-1"
"2767","droga","-1"
"2768","drogado","-1"
"2769","dromomania","-1"
"2770","dromomaníaco","-1"
"2771","dubiedade","-1"
"2772","dúbio","-1"
"2773","dubitativo","-1"
"2774","duficuldades","-1"
"2775","dúplice","-1"
"2776","duplicidade","-1"
"2777","durázio","1"
"2778","duro da mioleira","-1"
"2779","duro de ouvido","-1"
"2780","duro","-1"
"2781","duvidar","0"
"2783","duvidoso","-1"
"2784","ébrio","0"
"2785","ecléctico","1"
"2786","eclético","1"
"2787","ecológico","1"
"2788","econômico","1"
"2790","económico","1"
"2792","economizador","1"
"2793","edificante","1"
"2794","edipiano","-1"
"2796","educação","1"
"2797","educado","1"
"2798","educador","1"
"2800","educativo","1"
"2802","educável","0"
"2803","efeminado","-1"
"2804","eficácia","1"
"2805","eficaz","1"
"2806","eficiência","1"
"2807","eficiente","1"
"2808","efusivo","1"
"2809","egoísmo","-1"
"2810","egoísta","-1"
"2811","egotista","-1"
"2812","egrégio","1"
"2813","elástico","1"
"2815","electrizante","1"
"2816","elegância","1"
"2817","elegante","1"
"2818","elegíaco","-1"
"2819","eleiçoeiro","-1"
"2821","eletrizante","1"
"2822","eliminar","1"
"2824","elitista","-1"
"2825","elogiar","0"
"2827","elogio","1"
"2828","elogioso","1"
"2829","eloquência","1"
"2830","eloquente","1"
"2831","elucidar","1"
"2833","elucidativo","1"
"2834","emaciado","-1"
"2835","emancipado","1"
"2837","emaranhado","-1"
"2838","embaçado","-1"
"2839","embaciado","-1"
"2840","embaraçado","-1"
"2841","embaraço ","-1"
"2842","embaraçoso","-1"
"2843","embasbacado","-1"
"2844","embatucado","-1"
"2845","embeiçado","0"
"2846","embirração","-1"
"2847","embirrante","-1"
"2848","embirrar","0"
"2850","embirrento","-1"
"2851","emblemático","1"
"2852","embotado","-1"
"2853","embriagado","-1"
"2854","embrulhado","-1"
"2855","embruxado","-1"
"2856","embuçado","-1"
"2857","embuchado","-1"
"2858","emburrado","-1"
"2859","embuste","-1"
"2860","embusteiro","-1"
"2861","emérito","1"
"2862","emocional","0"
"2863","emotivo","0"
"2864","empáfio","-1"
"2865","empalidecido","-1"
"2866","empalmado","-1"
"2867","empanturrado","-1"
"2868","empapado","0"
"2869","empapuçado","-1"
"2870","empedernido","-1"
"2871","empedernimento","-1"
"2872","empenhado","1"
"2873","empenho","1"
"2874","emperrado","-1"
"2875","emperramento","-1"
"2876","empertigado","-1"
"2877","empinado","0"
"2878","empírico","0"
"2879","empobrecido","-1"
"2880","empoeirado","-1"
"2881","empolado","-1"
"2882","empolgado","1"
"2883","empolgante","0"
"2884","emporcalhado","-1"
"2885","empreendedor","1"
"2886","emproado","-1"
"2887","emulador","-1"
"2888","êmulo","-1"
"2889","enaltecido","1"
"2891","enamoramento","1"
"2892","encabulado","-1"
"2893","encalacração","-1"
"2894","encalacrado","-1"
"2895","encalhado","-1"
"2896","encalhamento","-1"
"2897","encamado","-1"
"2898","encaminhado","1"
"2899","encanado","-1"
"2900","encanecido","0"
"2901","encantado","0"
"2902","encantador","1"
"2903","encantar","1"
"2905","encanto","1"
"2906","encapotado","0"
"2907","encarcerado","-1"
"2908","encarniçado","-1"
"2909","encavacado","-1"
"2910","encharcado","0"
"2911","encher as medidas de","1"
"2913","enciumado","-1"
"2914","enclausurado","-1"
"2915","encoberto","-1"
"2916","encobrir","-1"
"2918","encolerizado","-1"
"2919","encolerizar-se","-1"
"2920","encolerizar","1"
"2922","encolher os ombros","-1"
"2923","encolhido","-1"
"2924","encorajado","1"
"2925","encorajador","1"
"2926","encorajamento","1"
"2927","encorajar","0"
"2929","encorpado","0"
"2930","encostar à parede","1"
"2932","encostar a um canto","1"
"2934","encostar às cordas","1"
"2936","encostar às tábuas","1"
"2938","encostar-se a","-1"
"2940","encovado","-1"
"2941","encruado","-1"
"2942","encurralado","-1"
"2943","encurralamento","-1"
"2944","encurralar","1"
"2946","encurvado","-1"
"2947","endemoniado","-1"
"2948","endemoninhado","-1"
"2949","endiabrado","-1"
"2950","endinheirado","1"
"2951","endireitar-se","1"
"2952","endividado","-1"
"2953","endividamento","-1"
"2954","endividar-se","-1"
"2955","endividar","-1"
"2957","endoidecer","-1"
"2958","endurecido","-1"
"2959","energia","1"
"2960","enérgico","1"
"2961","enervação","-1"
"2962","enervado","-1"
"2963","enervamento","-1"
"2964","enervante","-1"
"2965","enervar-se","-1"
"2966","enervar","1"
"2968","enfadado","-1"
"2969","enfadamento","-1"
"2970","enfadar-se","-1"
"2971","enfadonho","-1"
"2972","enfardador","-1"
"2973","enfartado","-1"
"2974","enfartamento","-1"
"2975","enfastiado","-1"
"2976","enfastiamento","-1"
"2977","enfastiante","-1"
"2978","enfático","0"
"2979","enfatuado","-1"
"2980","enfeitado","0"
"2981","enfeitiçado","-1"
"2982","enfermiço","-1"
"2983","enfermidade","-1"
"2984","enfezado","-1"
"2985","enfezamento","-1"
"2986","enfiado","-1"
"2987","enfiar o barrete","-1"
"2988","enforcar-se","-1"
"2989","enfraquecer","-1"
"2990","enfraquecido","-1"
"2991","enfrascado","-1"
"2992","enfrentar o touro pelos cornos","1"
"2993","enfrentar","1"
"2995","enfronhado","-1"
"2997","enfunado","-1"
"2998","enfurecer-se","-1"
"2999","enfurecer","1"
"3001","enfurecido","-1"
"3002","enfurecimento","-1"
"3003","engaiolado","-1"
"3004","engaiolamento","-1"
"3005","engaiolar","1"
"3007","enganado","-1"
"3008","enganador","-1"
"3009","enganar-se","-1"
"3010","enganar","-1"
"3012","engano","-1"
"3013","enganoso","-1"
"3014","engarrafado","-1"
"3015","engasgado","-1"
"3016","engasgamento","-1"
"3017","engatado","-1"
"3018","engenhoso","0"
"3019","engodado","-1"
"3020","engolfado","-1"
"3021","engolido","-1"
"3022","engolir em seco","-1"
"3023","engonha","-1"
"3024","engraçado","1"
"3025","engrupido","-1"
"3026","enigmático","-1"
"3027","enjeitado","-1"
"3028","enjoado","-1"
"3029","enjoar","-1"
"3030","enjoo","-1"
"3031","enlameado","-1"
"3033","enleado","-1"
"3034","enlevado","-1"
"3035","enlouquecer","-1"
"3036","enlouquecido","-1"
"3037","enlouquecimento","-1"
"3038","enlutado","-1"
"3039","enobrecer","1"
"3041","enojado","-1"
"3042","enojar","-1"
"3044","enrabichado","0"
"3045","enraivecer","1"
"3047","enraivecido","-1"
"3048","enraivecimento","-1"
"3049","enrascada","-1"
"3050","enrascado","-1"
"3051","enredado","-1"
"3052","enregelado","-1"
"3053","enresinado","-1"
"3054","enrijecido","-1"
"3055","enrodilhador","-1"
"3056","enrolado","-1"
"3057","enrubescido","0"
"3058","enrugado","-1"
"3059","ensacado","-1"
"3060","ensangüentado","-1"
"3061","ensanguentado","-1"
"3062","ensimesmado","-1"
"3063","ensimesmamento","-1"
"3064","ensombrar","1"
"3066","ensurdecedor","-1"
"3067","entalado","-1"
"3068","entalar-se","-1"
"3069","entalar","1"
"3071","entaramelado","-1"
"3072","entediado","-1"
"3073","entediante","-1"
"3074","entendido","1"
"3076","enternecedor","1"
"3077","enternecido","1"
"3078","enterrado","-1"
"3080","enterrar a cabeça na areia","-1"
"3081","enterrar-se","-1"
"3082","enterrar","1"
"3084","entontecido","-1"
"3085","entontecimento","-1"
"3086","entornado","-1"
"3087","entorpecer","-1"
"3088","entorpecido","-1"
"3089","entorpecimento","-1"
"3090","entortado","-1"
"3091","entradote","0"
"3092","entregador","-1"
"3093","entregar a alma ao criador","-1"
"3094","entregar a alma ao diabo","-1"
"3095","entregar o ouro ao bandido","-1"
"3096","entregar-se de corpo e alma","1"
"3097","entrevação","-1"
"3098","entrevado","-1"
"3099","entristecer","-1"
"3101","entristecido","-1"
"3102","entristecimento","-1"
"3103","entubado","-1"
"3104","entulhado","-1"
"3105","entumecimento","-1"
"3106","entusiasmante","1"
"3107","entusiasmar","1"
"3109","entusiasmo","1"
"3110","entusiasta","1"
"3111","entusiástico","1"
"3112","envaidecido","-1"
"3113","envelhecido","-1"
"3114","envenenador","-1"
"3115","envenenamento","-1"
"3116","envenenar","-1"
"3118","envergonhado","-1"
"3119","envergonhar-se","-1"
"3120","envergonhar","-1"
"3122","enviesado","-1"
"3123","envinagrado","-1"
"3124","envolvente","0"
"3125","enxerido","-1"
"3126","enxofrado","-1"
"3127","enxoframento","-1"
"3128","enxotar","1"
"3130","enxovalhado","-1"
"3131","enxovalhar","1"
"3133","enxuto","1"
"3134","épico","0"
"3136","epigramático","-1"
"3137","epilético","-1"
"3138","equânime","1"
"3139","equanimidade","1"
"3140","equidade","1"
"3141","equilibrado","1"
"3142","equilíbrio","1"
"3143","eqüitativo","1"
"3144","equitativo","1"
"3145","equivocado","-1"
"3146","equivocar-se","-1"
"3147","equívoco","-1"
"3148","equívoco","-1"
"3149","erecto","0"
"3150","ereto","0"
"3151","erguer a cabeça","1"
"3152","ermo","-1"
"3153","erótico","0"
"3154","erotomania","-1"
"3155","erotomaníaco","-1"
"3156","errado","-1"
"3157","errante","-1"
"3158","errar","-1"
"3159","errático","-1"
"3160","erro","-1"
"3161","erudito","1"
"3162","esbaforido","-1"
"3163","esbanjado","-1"
"3164","esbanjador","-1"
"3165","esbanjamento","-1"
"3166","esbanjar dinheiro","-1"
"3167","esbatido","-1"
"3168","esbelto","1"
"3169","esbofetear","1"
"3171","esborratado","-1"
"3172","esburacado","-1"
"3174","escabelado","-1"
"3175","escabrosidade","-1"
"3176","escabroso","-1"
"3177","escaldado","-1"
"3178","escamado","-1"
"3179","escamoso","-1"
"3180","escamotear","-1"
"3182","escancarado","-1"
"3183","escandalizar","-1"
"3185","escândalo","-1"
"3186","escandaloso","-1"
"3187","escangalhado","-1"
"3188","escanifrado","-1"
"3189","escanzelado","-1"
"3190","escapadiço","-1"
"3191","escapo","-1"
"3192","escarnecedor","-1"
"3193","escarnecer","0"
"3195","escarnecido","-1"
"3196","escarninho","-1"
"3197","escárnio","-1"
"3198","escarrapachado","-1"
"3199","escavacado","-1"
"3200","escaveirado","-1"
"3201","esclarecedor","1"
"3202","esclarecer","1"
"3204","esclarecido","1"
"3205","esclerosado","-1"
"3206","esclerose","-1"
"3207","esclerótico","-1"
"3208","escolarizado","1"
"3209","esconder a verdade","-1"
"3210","esconder-se","-1"
"3211","esconder","-1"
"3213","escondido","-1"
"3214","esconso","-1"
"3215","escoriado","-1"
"3216","escorraçado","-1"
"3217","escorregadio","-1"
"3218","escorregar","-1"
"3219","escorreito","1"
"3220","escrachado","-1"
"3221","escravizado","-1"
"3222","escrupuloso","1"
"3223","esculachado","-1"
"3224","escultural","1"
"3225","escuro","-1"
"3226","escusado","-1"
"3227","escuso","-1"
"3228","esdrúxulo","-1"
"3229","esfaimado","-1"
"3230","esfalfado","-1"
"3231","esfarrapado","-1"
"3232","esférico","-1"
"3233","esfíngico","-1"
"3234","esfomeado","-1"
"3235","esforçado","1"
"3236","esfuziante","1"
"3237","esgalgado","-1"
"3238","esganação","-1"
"3239","esganado","-1"
"3240","esganar","1"
"3242","esganiçado","-1"
"3243","esgazeado","-1"
"3244","esgazeamento","-1"
"3245","esgotado","-1"
"3246","esgotamento","-1"
"3247","esgotante","-1"
"3248","esgotar","1"
"3250","esgrouviado","-1"
"3251","esguedelhado","-1"
"3252","esguio","0"
"3253","esmagado","-1"
"3254","esmagador","0"
"3255","esmagar","1"
"3257","esmerado","1"
"3258","esmerar-se","1"
"3259","esmero","1"
"3260","esmilhafrado","-1"
"3261","esmoler","1"
"3262","esmorecer","-1"
"3263","esmorecido","-1"
"3264","esmorecimento","-1"
"3265","esotérico","0"
"3266","espalhafato","-1"
"3267","espalhafatoso","-1"
"3268","espalhanço","-1"
"3269","espampanante","-1"
"3270","espancado","-1"
"3271","espancar","1"
"3273","espantoso","0"
"3274","esparramado","-1"
"3275","espartano","0"
"3276","espatifado","-1"
"3277","espaventoso","-1"
"3279","espavorido","-1"
"3280","especado","-1"
"3281","especial","1"
"3282","especioso","0"
"3283","espectacular","1"
"3284","espectral","1"
"3285","esperançado","1"
"3286","esperançoso","1"
"3287","espertalhão","-1"
"3288","esperto","0"
"3289","espetacular","1"
"3290","espetaculoso","-1"
"3292","espetado","-1"
"3293","espetar-se ao comprido","-1"
"3294","espevitado","1"
"3296","espezinhado","-1"
"3297","espezinhar","1"
"3299","espinhento","-1"
"3300","espinhoso","-1"
"3301","espiritual","0"
"3302","espiritualista","0"
"3303","espirituoso","1"
"3304","esplendente","1"
"3305","esplêndido","1"
"3306","esplendoroso","1"
"3307","espontaneidade","1"
"3308","espontâneo","1"
"3309","espremido","-1"
"3310","espúrio","-1"
"3311","esquálido","-1"
"3312","esquecediço","-1"
"3313","esquecido","-1"
"3314","esquelético","-1"
"3315","esquentado","-1"
"3316","esquerdóide","-1"
"3317","esquinado","-1"
"3318","esquisitice","-1"
"3319","esquisito","-1"
"3320","esquivo","-1"
"3321","esquizofrenia","-1"
"3322","esquizofrénico","-1"
"3323","esquizóide","-1"
"3324","esquizoidia","-1"
"3325","essénio","0"
"3326","estabanado","-1"
"3327","estabilidade","1"
"3328","estacado","-1"
"3329","estafado","-1"
"3330","estagnado","-1"
"3331","estagnar","-1"
"3332","estalado","-1"
"3333","estalar o verniz","-1"
"3334","estampado","-1"
"3335","estancado","-1"
"3336","estanhado","-1"
"3337","estapafúrdio","-1"
"3338","estar à altura de","1"
"3340","estar à altura","1"
"3341","estar a anos luz de","-1"
"3343","estar à beira do precipício","-1"
"3344","estar à deriva","-1"
"3345","estar a dormir à sombra da bananeira","-1"
"3346","estar a dormir","-1"
"3347","estar a falar para as paredes","-1"
"3348","estar a falar sozinho","-1"
"3349","estar a jeito","-1"
"3350","estar à nora","-1"
"3351","estar a pensar na morte da bezerra","-1"
"3352","estar à rasca","-1"
"3353","estar à rasquinha","-1"
"3354","estar a secar","-1"
"3355","estar à sombra da bananeira","-1"
"3356","estar aí para as curvas","1"
"3357","estar ao deus dará","-1"
"3358","estar armado em carapau de corrida","-1"
"3359","estar às aranhas","-1"
"3360","estar às cegas","-1"
"3361","estar às turras com","-1"
"3363","estar bem","1"
"3364","estar com a cabeça na lua","-1"
"3365","estar com a corda ao pescoço","-1"
"3366","estar com a corda na garganta","-1"
"3367","estar com a corda no pescoço","-1"
"3368","estar com a lágrima no canto do olho","-1"
"3369","estar com cara de caso","-1"
"3370","estar com dor de corno","-1"
"3371","estar com dor de cotovelo","-1"
"3372","estar com macacos na cabeça","-1"
"3373","estar com macacos no sótão","-1"
"3374","estar com macaquinhos na cabeça","-1"
"3375","estar com macaquinhos no sótão","-1"
"3376","estar com o coração nas mãos","-1"
"3377","estar com os azeites","-1"
"3378","estar com os pés para a cova","-1"
"3379","estar com um aperto no coração","-1"
"3380","estar de cabeça quente","-1"
"3381","estar de mãos a abanar","-1"
"3382","estar de mãos atadas","-1"
"3383","estar de mãos e pés atados","-1"
"3384","estar de molho","-1"
"3385","estar de olhos vendados","-1"
"3386","estar de pés atados","-1"
"3387","estar de saúde","1"
"3388","estar de tanga","-1"
"3389","estar de trombas","-1"
"3390","estar em baixo de forma","-1"
"3391","estar em baixo","-1"
"3392","estar em grande forma","1"
"3393","estar em grande","1"
"3394","estar em pedaços","-1"
"3395","estar em pele e osso","-1"
"3396","estar enterrado até às orelhas","-1"
"3397","estar feito ao bife","-1"
"3398","estar feito barata tonta","-1"
"3399","estar feito com","-1"
"3401","estar fora de si","-1"
"3402","estar na lua","-1"
"3403","estar na retranca","-1"
"3404","estar nas mãos de","-1"
"3406","estar nas sete quintas","1"
"3407","estar no bom caminho","1"
"3408","estar num beco sem saída","-1"
"3409","estar pelos cabelos","-1"
"3410","estar por um fio","-1"
"3411","estar sempre a bater na mesma tecla","-1"
"3412","estar-se nas tintas","-1"
"3413","estarola","-1"
"3414","estarolice","-1"
"3415","estarrecer","1"
"3417","estarrecido","-1"
"3418","estatelado","-1"
"3419","estatelar-se","-1"
"3420","estático","-1"
"3422","estavanado","-1"
"3423","estável","1"
"3424","estendido","-1"
"3426","estentóreo","0"
"3427","estentórico","0"
"3428","estereotipado","-1"
"3429","estéril","-1"
"3430","esterilidade","-1"
"3431","esticado","-1"
"3433","esticar o pernil","-1"
"3434","estigmatizado","-1"
"3435","estiloso","-1"
"3436","estimado","1"
"3438","estimável","1"
"3439","estimulado","0"
"3440","estirado","-1"
"3441","estóico","-1"
"3442","estoirado","-1"
"3443","estoiro","-1"
"3444","estorvar","1"
"3446","estourado","-1"
"3447","estouvado","-1"
"3448","estrábico","-1"
"3449","estragado","-1"
"3450","estrambólico","-1"
"3451","estrambótico","-1"
"3452","estrangeirado","-1"
"3453","estrangulado","-1"
"3454","estrangular","1"
"3456","estranho","-1"
"3457","estratagema","-1"
"3458","estremunhado","-1"
"3459","estrénuo","1"
"3460","estridente","-1"
"3461","estroina","-1"
"3462","estropiado","-1"
"3463","estruturado","-1"
"3465","estudioso","1"
"3466","estulto","-1"
"3467","estupefaciente","-1"
"3468","estupendo","1"
"3469","estupidez","-1"
"3470","estúpido","-1"
"3471","estuporado","-1"
"3472","estuprado","-1"
"3473","esvair-se em sangue","-1"
"3474","esvaziado","-1"
"3475","etéreo","1"
"3476","etilizado","-1"
"3477","eufónico","1"
"3478","eufórico","1"
"3479","eunuco","-1"
"3480","eurocéptico","0"
"3481","eurocético","0"
"3482","europeísta","0"
"3483","evasão","-1"
"3484","evasivo","-1"
"3485","evitar","-1"
"3487","exacerbado","-1"
"3488","exagerado","-1"
"3489","exagerar","-1"
"3490","exalado","-1"
"3491","exaltado","-1"
"3492","exaltar-se","-1"
"3493","exangue","-1"
"3494","exasperação","-1"
"3495","exasperado","-1"
"3496","exasperar-se","-1"
"3497","exasperar","-1"
"3498","exato","1"
"3499","exaustão","-1"
"3500","exausto","-1"
"3501","exceder-se","-1"
"3502","exceder","1"
"3504","excelência","1"
"3505","excelente","1"
"3506","excelso","1"
"3507","excêntrico","0"
"3508","excepcional","1"
"3509","excessividade","-1"
"3510","excessivo","-1"
"3511","excitado","0"
"3512","excitante","1"
"3513","excitar","1"
"3515","excitável","0"
"3516","excluído","-1"
"3517","excomungado","-1"
"3518","execração","-1"
"3519","execrado","-1"
"3520","execrar","0"
"3522","execrável","-1"
"3523","executado","-1"
"3525","exemplar","1"
"3526","exemplaridade","1"
"3527","exibicionismo","-1"
"3528","exibicionista","-1"
"3529","exibido","-1"
"3531","exibir-se","-1"
"3532","exigente","0"
"3533","exilado","-1"
"3534","eximido","-1"
"3535","exímio","1"
"3536","exotérico","-1"
"3537","expansivo","1"
"3538","expatriado","-1"
"3539","expeditivo","1"
"3540","expedito","1"
"3541","expelido","-1"
"3542","experiência","1"
"3543","experiente","1"
"3544","experimentado","1"
"3546","experimentar dificuldades","-1"
"3547","experto","1"
"3548","explícito","0"
"3549","explorador","-1"
"3550","explorar","-1"
"3552","explosivo","-1"
"3553","expressivo","1"
"3554","expropriado","-1"
"3555","expulsar","1"
"3557","expulso","-1"
"3558","extasiado","0"
"3559","extemporâneo","-1"
"3560","extenuação","-1"
"3561","extenuado","-1"
"3562","extenuante","-1"
"3563","extenuar","1"
"3565","exterminar","1"
"3567","extraordinário","1"
"3568","extravagante","-1"
"3569","extraviado","-1"
"3570","extremista","-1"
"3571","extremoso","1"
"3572","extrovertido","1"
"3573","exuberante","0"
"3574","exultante","1"
"3575","fabuloso","1"
"3576","façanhudo","-1"
"3577","faccioso","-1"
"3578","faceiro","0"
"3580","faceto","1"
"3581","fácil","0"
"3582","facínora","-1"
"3583","facinoroso","-1"
"3584","factual","1"
"3585","facundo","0"
"3586","fadiga","-1"
"3587","fadigado","-1"
"3588","falácia","-1"
"3589","falacioso","-1"
"3590","falado","1"
"3592","falador","0"
"3593","falante","1"
"3594","falar com convicção","1"
"3595","falar de barriga cheia","-1"
"3596","falar demais","-1"
"3597","falar para as paredes","-1"
"3598","falar para o boneco","-1"
"3599","falar sem convicção","-1"
"3600","falar verdade","1"
"3601","falência","-1"
"3602","falhado","-1"
"3603","falhanço","-1"
"3604","falhar","-1"
"3605","falho","-1"
"3607","falibilidade","-1"
"3608","falido","-1"
"3609","falível","-1"
"3610","falsear","-1"
"3612","falseta","-1"
"3613","falsidade","-1"
"3614","falso","-1"
"3615","faltar à palavra","-1"
"3616","faltar ao compromisso","-1"
"3617","faltar ao respeito","-1"
"3618","falto","-1"
"3620","faltoso","-1"
"3621","famélico","-1"
"3622","famigerado","0"
"3623","faminto","-1"
"3624","famoso","1"
"3625","fanfarrão","-1"
"3626","fanho","-1"
